PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6
-3.0554409935748392,-1.8090205133315764,0.28204400064477986,0.026463556911860593,0.08645020867705598,1.3547006741373893
-3.905348371328387,1.5660573948926608,1.149079152222065,-0.4477719033507706,0.3267957996872591,-1.0572130849145491
-2.6565206727288646,-3.2122966985213077,0.20739683875450785,-1.2751406838099104,-1.0922697878406076,-0.7270678722082743
-2.702501036941428,-1.5611885495006719,0.839634459526134,0.6593811726730946,1.0995724453907763,0.9825198778802087
-3.4515426059187346,0.751090886378189,2.03375957510862,-0.16800265130161082,-0.6930821287483393,0.17584708370310997
-2.3572409642585574,-3.2113528477575777,-1.6286895618225048,-1.3025653130424601,-0.18859751390813032,-0.5493036042482439
-2.233797882481119,-2.678921521153671,1.912512239640343,-0.6430876420411156,0.20369375684670793,0.23776193361733358
-3.15487481685434,0.0652785410403639,0.42796093126745766,0.37629259384941505,-0.8911937506157338,1.7183389203848236
-3.441564304332793,1.193544734970812,-0.5604205618101384,0.2494765561352136,-0.7136525396880121,1.0556449234634906
-3.563809694150595,2.3411581649908952,0.5289213772560155,0.16413278458309882,0.8663304531108929,-1.2173491167395891
-2.80293406091974,0.4852044777080549,1.763224863911785,-1.2616924237669689,-0.4878507476998575,-1.4296823761247224
-2.0649733518343303,-2.30149241127956,0.5057711326909035,1.3937629976101171,0.8772741098048824,0.009757391655868138
-2.967632571068547,0.22406193192593946,-0.16656780856853187,-0.22340804037213025,-0.5801385250939554,-1.573338624429841
-2.821570341653704,0.11591802079689341,-1.540969327511618,1.3190538644270304,-0.07619148183363342,1.0019912786748733
-2.3358304880710836,0.607509110806728,1.521652266581119,-0.8618935377868983,0.7853038802873756,1.5215522970154798
-2.4392789361293272,-1.128190936307244,-0.8278041162765164,1.3723780388270461,0.31339558501279813,-0.9641773453153576
-2.629722493194952,0.5754749455357906,-0.9110352344973733,-0.8189022507722354,-0.6682062680722177,0.30803723586180043
-2.643480302685572,1.1594731972786527,-0.052735362653598725,-0.6221894499165077,-0.09431907466905781,1.0480985473789812
-1.6617879777724462,-2.0281534030455086,0.2821628702576966,-1.6480430347277883,-1.1242071126950983,0.11417364458266582
-1.6620316153770283,-1.692152232484495,-1.0519441481582839,0.2193850425045462,1.2415689496932865,-0.8478387867929608
-1.6569315576045418,-2.2738566589205824,1.061698810074822,1.3781763314477415,-0.7574044804394048,0.3282179379240608
-1.715510078488299,-0.27207009705879726,0.6195577190297067,-0.7329771273175262,0.6656229558934249,0.7042918438231667
-1.7065787736576787,-0.920249623373153,-0.6313250687948082,-2.7090121607403796,-0.8470508478404243,0.49552328728766504
-2.10898189753696,1.0430499315037902,1.2183315646032236,-1.2426280097729514,-1.1186576449984582,0.7858680388775239
-1.9733444004073588,0.3233465915860325,-0.5979690693642751,0.8332945492875331,0.9514870266303327,-1.260331119617369
-1.3902138724130821,-2.2257804075461656,-2.02175110441545,0.9403171873948377,-0.3687251701047423,-0.09339689927995207
-1.8425882652557732,1.1791494587019533,-0.2697783857300718,-0.3361855937351033,1.653582087632403,-1.1251052177019718
-0.9810343665648547,-1.7993689906991546,1.1717161678739623,0.398526933943446,1.0324148068197303,-0.17741350556628604
-1.947381486598805,1.3893682640663787,0.29085221079520457,1.853096445301702,0.7769061011149659,-0.9912600588809313
-1.5850242534113663,0.15985084582480538,0.8972396782873104,1.9544443355185843,0.5551442334644415,0.6251285438074928
-1.116952787516926,-1.746776004395592,-2.148955532587941,0.7576784132921711,0.49468329313393167,-0.5504853569513054
-1.5792255301173606,1.130163005234331,0.7587695184612119,-0.7865514237295689,0.251183269162609,0.7470494359500562
-1.282717898569869,0.7321448004709571,-1.099415193737839,-1.9992417543837047,0.9452226452083667,0.16301758283016918
