PC1,PC2,PC3,PC4,PC5,PC6
-0.6899099675261832,-1.0629271383568462,0.4406104120733262,0.4042631084397199,-0.15324451524436386,0.0
-0.4225633514302056,-0.9637467148656802,-0.3296655068610377,-0.03304828724256614,0.02983965970881025,0.0
0.5618134413958887,-1.0741419682229465,1.0552433268130181,-0.36500047365269667,0.1900038826722855,0.0
0.16722000721280736,-0.9858253528347342,-0.43543255317275675,0.12407672768933453,0.04431530838497458,0.0
-0.28997791595011757,-0.963006919598634,-0.3486913925627113,-0.0005179274117583232,0.041810863862241726,0.0
1.8063887258478646,-1.0167511848372115,0.09139964316041393,-0.5286594774194446,0.36039776621123576,0.0
-1.0131770172069074,-1.009074943344683,0.9210160320650657,-0.2318193276008626,-0.0033674205480895975,0.0
2.0022705542855235,-1.0149046180752654,-0.15669771515098585,-0.3112111673537169,-0.07388152719587945,0.0
-0.8143359797062535,-0.9237880247893646,-0.25547414076732655,-0.13661737257390388,0.023688226758236813,0.0
-1.2075641876269403,-0.9016284247813795,-0.18526267498330928,-0.24001499175486854,0.012048847634162613,0.0
1.6384728340732215,-1.0085712646632305,-0.40623665885241755,0.06421316240052477,-0.02580415212935,0.0
-0.1371507210459176,-0.9242463822370599,-0.10839184691772319,-0.39029245004184066,-0.11491474885321712,0.0
-0.07102144933225504,-1.050390002504843,0.4222292074320556,0.5032931012745766,0.04562902326020851,0.0
-0.29213950549647005,-0.9316819063522543,-0.35600486057548175,0.009564008503617272,0.020238971953677964,0.0
0.35553424190087723,-0.9394689165543941,-0.0877452721253763,-0.34242013582613745,0.12046341217373152,0.0
0.2560241647254048,-0.933013721195978,-0.1790903032811857,-0.2844989386184654,-0.10674013006424815,0.0
-1.1410131604742653,-0.8867620987444192,-0.19434478096008034,-0.221851138901071,0.016373590111240843,0.0
0.06233425236994078,-0.9006260066578602,0.27370977777050615,-0.8852155839285722,0.04037741980770587,0.0
-0.2916023614650969,-0.91608008054467,-0.35475564388229186,0.011037772285083736,0.020164875143666494,0.0
-0.2897324309197664,-0.9116867919133533,-0.3491940334338215,0.007674423793138818,0.03150783616009975,0.0
-0.28961214171750194,-0.9094595931612312,-0.3488835074477572,0.007788933600870462,0.03178561009360453,0.0
0.8281965705747578,-0.91962401257582,0.07024456252217204,-0.6288378910657715,-0.07839551801922003,0.0
-0.28976448067872884,-0.9027587490859517,-0.34950808607245043,0.009263972205722892,0.029221157317585955,0.0
2.345681308146725,-1.000329286764894,-0.5777038863546204,0.2922301333488221,-0.10647095661143603,0.0
1.0197287633405907,-1.0233408709031104,0.9688882963172909,-0.2294567207110576,0.18014346829100206,0.0
-0.29082399307591644,-0.8937921712591318,-0.3529376342011523,0.013118852906328138,0.020131980907738573,0.0
-0.7469396171114977,-0.871014329665677,-0.2629147016563391,-0.11386203704871972,0.024793088597786977,0.0
-0.9242107830240696,-1.0740785370152595,1.3089198499412658,0.7839045370048305,-0.13828801804100477,0.0
-1.2002679916853254,-0.9528185888058853,0.5745439360560561,0.24944769736018824,-0.09527332368637374,0.0
0.49760112181228366,-1.0270408008635934,0.25121358867656757,0.714667491653773,-0.09036649175765249,0.0
-0.18330717895976487,-0.9751721555555841,0.6998345307617887,0.054785363665590614,-0.14347192620341265,0.0
-0.2886145885163802,-0.880484773804289,-0.34656353358897607,0.010525923480736832,0.031648001732154596,0.0
-0.8778065926210059,-0.8495014737939969,-0.23922023928145963,-0.14638401431445786,0.019013032288038703,0.0
-0.2879798008395389,-0.8738134509236606,-0.34480136898838354,0.010265518555440167,0.03429485965634063,0.0
-0.27186623501974305,-0.9788953553231671,0.44304269456436174,0.4711745054727966,-0.0022034330598391105,0.0
-0.28861345775435776,-0.8693262652125567,-0.3468311931584722,0.01242203745172249,0.0290623784389899,0.0
-0.2590102027771799,-1.0816233756839049,1.220954973342395,0.9396453688669308,-0.06078742316065825,0.0
-0.9203813034177177,-0.9429640743877749,0.5808969286641097,0.2835821169723398,0.024023260160574322,0.0
-0.7465212679138082,-0.8397860770549658,-0.2624052209576976,-0.10946830654399581,0.0203021360609269,0.0
-0.038311601210855,-0.9548124110316628,0.7179510006897821,0.06337154392360977,-0.05400478436179353,0.0
0.0647897679419325,-0.8293033743946175,0.2794204826536596,-0.8784783780704397,0.04003869153336764,0.0
-0.5990633874720828,-0.8164461348870119,-0.0380071086659286,-0.49006270512395994,-0.16834161623307609,0.0
-0.2564735654547283,-0.8484602495023641,-0.3551410086610709,0.026286090974986798,0.020594437129642568,0.0
-0.6818503027217463,-0.8226175290698763,-0.2772423110649306,-0.08677960339118113,0.011660974878723598,0.0
0.04506966322035194,-0.8084783798124779,0.219136775408236,-0.8315823312237228,-0.09518933645722692,0.0
-0.0744721104227373,-0.8177347029605133,-0.13143890602175212,-0.3480221807051487,-0.15749152238779174,0.0
-0.8753094006546873,-0.798265796406215,-0.23289520336610225,-0.14315618856814039,0.023617827395614965,0.0
-0.4225073904904805,-1.027642780482489,1.1449483197779917,0.9843820326439292,-0.28986226016962097,0.0
0.12226880218617338,-0.8176607079235196,-0.1664312151482863,-0.2947043496273278,-0.15342538351045343,0.0
-0.4034942993244557,-0.9127197508025608,0.46334501308412845,0.4479249921646593,-0.02339485074997877,0.0
0.10326740663922594,-0.825733020402426,-0.0018086225254299038,-0.19391114875119658,0.8810195801064581,0.0
-0.4831612303372995,-0.7980677875880906,-0.3069237602238798,-0.03358010659124944,0.022920407720578434,0.0
-0.2860056032211391,-0.8047044770245937,-0.3404959096506255,0.01768420470500276,0.03128810294067025,0.0
-0.28552428526754725,-0.802490818660418,-0.33909066410523003,0.017002724413572756,0.0339561313820024,0.0
-0.14280471552451582,-0.8043628144290119,-0.3273333806350198,0.026809794607044468,0.11354078030062686,0.0
-0.6756694593202803,-0.7782151376769776,-0.25958497083517273,-0.09281259440714118,0.04220989966700292,0.0
-0.2159349093495809,-0.7966652867336309,-0.33874294948493056,0.026948791531970606,0.060471285369242234,0.0
-0.2858293467677333,-0.7913208263239666,-0.3402867667893623,0.019573925917786394,0.029343308226458142,0.0
0.09737390740606641,-0.7680375573574607,0.37670475413746923,-0.9396871394436684,0.24124631803456362,0.0
-0.8588267755631389,-0.7422503863287921,0.014597954422735149,-0.5541352237921663,-0.17411597668862955,0.0
-0.28475693665129986,-0.7802024960781547,-0.33730606882924463,0.01910810124423923,0.0338502787962717,0.0
-0.5465154311445993,-0.7639563862338198,-0.28934095345814304,-0.05043839718369997,0.028351135063618,0.0
-0.21904874101228836,-0.7764631106354463,-0.348672739325425,0.03723160774195722,0.03518801632442939,0.0
-0.8087876569570116,-0.7476910088897756,-0.24293358583207791,-0.11885222946762836,0.019450742547297423,0.0
1.3100875710173392,-0.9089887340485082,1.0044468567144937,-0.20056414694591018,0.34439733401576655,0.0
1.7434989256901459,-0.8558823983759221,-0.7113850221850766,0.5674584113434977,0.0623336458725646,0.0
-0.28414305775830184,-0.7623718380123441,-0.3358783926084561,0.020792402708772362,0.033765596727687114,0.0
0.29260815769456927,-0.8670216838131045,0.6666498935644346,0.16051574458726592,-0.04764423973677034,0.0
-0.28416396654214526,-0.7512125028271618,-0.3362128809882603,0.02273710909860216,0.031034056734916604,0.0
-0.2840872316805205,-0.7489836705689354,-0.33603442146066187,0.02294764678166883,0.0310234714763436,0.0
0.045446049454451715,-0.7593361922924139,-0.3891540609268229,0.10644098814617586,0.05102396092869882,0.0
0.2985012116099771,-0.9819793031593931,1.0144044529463758,1.1884279781632439,-0.2879794566817022,0.0
-0.28378029223402157,-0.7400683415360301,-0.3353205833502677,0.023789797513935396,0.030981130442051252,0.0
-0.7426944138434817,-0.7171855422551919,-0.2537833185524204,-0.09702101221025594,0.01711429148930585,0.0
-0.2839437721703676,-0.7355987898185312,-0.33592472623378566,0.02490967814154199,0.028861538816289417,0.0
0.37122982289222506,-0.762852958081057,-0.45380569555723316,0.19934034504831644,0.044644307705100805,0.0
-0.244336454006415,-0.8393301175006852,0.5231034077988103,0.43439975772003225,0.14738915417262147,0.0
1.3563839804536577,-0.7643363812054274,0.1943677015617516,-0.6300022241381255,0.35209896359675874,0.0
-1.1535752717052943,-0.7941323446722984,0.6070000395410986,0.2547686494632334,-0.03954626357033947,0.0
-0.6757065114355049,-0.7067990216306729,-0.26143228616542424,-0.08057981737020331,0.025368687508683624,0.0
-0.8054387399607756,-0.8054282607674194,0.5050666495336171,0.3781741894287688,-0.11244921922745224,0.0
-0.9861291848671647,-0.6882364026933119,-0.1505818996800169,-0.20468901849417342,0.1298188583392221,0.0
