PC1,PC2
-1.0233425979940936,0.010703597449774394
-0.90350279712179,0.595161262931723
-0.9910532722784982,0.14025340472073355
-1.078213806396131,-0.38336204052642064
-1.150753676883313,-0.7745559360931213
-0.9518333205817672,0.2737811710811418
-0.9601959119017748,0.1326109628824131
-0.8549849576703207,0.7465702204170725
-0.8660572235847876,0.6621849351401521
-1.1202655533958306,-0.7126280197556645
-0.9447456545391771,0.12968889326161734
-0.9403084042080129,0.12980792002892058
-0.9381006437348823,0.12941468634674527
-0.7561552557933441,1.2018809108897344
-0.9314842065468706,0.1279497765205874
-0.9226737113448715,0.12552063220395202
-1.0102097527314144,-0.3287857504364947
-0.9094073086329159,0.12398798562241031
-1.020414597992462,-0.46198137343923884
-0.9027803741575112,0.1229605125748291
-0.8983765121984474,0.12168819876173931
-0.9793179857457135,-0.3349944203269001
-0.9556127342588838,-0.20123000872937857
-0.8699106577150735,0.14926054985223441
-0.946648778891461,-0.2745714103382415
-0.8350059056117183,0.4075409650469389
-0.8309444333545127,0.31469363026877145
-0.9696397006818416,-0.47117549731980335
-0.7836420256095665,0.5080606352637635
-0.8750526710958884,-0.08518265104498762
-0.8343632014431565,0.109795076035688
-0.8321506262142083,0.10960248002261991
-0.8019323058106872,0.24524430151479223
-0.9024432244385133,-0.2803381371916934
-0.8104466077482196,0.17505925673805395
-0.8211239132245357,0.10713253025508257
-0.9451099571445382,-0.47296729929791936
-0.8100788299819263,0.1054280948500545
-0.8569627230715142,-0.15545579426981626
-0.7906327280282303,0.1691880323196243
-0.9038534673906736,-0.41662518379383817
-0.7924213929961005,0.10208858671200222
-0.7813908904856791,0.0997765516215311
-0.779183710862451,0.09935911310427453
-0.7106199990534101,0.4246913413527004
-0.770354992369538,0.09768935903524839
-0.857928355111858,-0.3581722571652981
-0.7659448600308052,0.09667834079122839
-0.6354878226597422,0.7465595736968729
-0.8318467179052874,-0.2950813862093956
-0.8913309415228909,-0.6116334413234285
-0.8380541159893609,-0.36152822010691155
-0.7350347227921669,0.09123518526333224
-0.6601617466415263,0.522087826847976
-0.7240093219634184,0.08871055589847282
-0.7731216796759713,-0.17264287067883555
-0.49939732865797604,1.1915364966981503
-0.6510526863687771,0.41231466121053195
-0.815594422189949,-0.4344953466752043
-0.7320669939160993,0.029904105498108513
-0.7554373559590666,-0.0975548118564527
-0.8513666022547502,-0.6943071141542172
-0.7678490061190618,-0.3076245399884119
-0.8019433270826143,-0.504954298682199
-0.7998196257088583,-0.4315432347167165
-0.6926886899969898,0.015416314546865262
-0.48094172713948724,1.1288508291020305
-0.6622236010571428,0.07638434877986539
-0.8116892746237035,-0.7039839865226374
-0.6299271301879288,0.20623190468477562
-0.6533476447709626,0.07668306021443444
-0.48000847269433766,0.9978268979892267
-0.6701991069212755,-0.05630528370055998
-0.7833819405789437,-0.6405389156065822
-0.6055220615583167,0.36150886269569865
-0.7100376978421243,-0.38573965410779076
-0.5708282750740022,0.33659807584551793
-0.5047034771845457,0.5753838885413596
-0.5897841309084898,0.2083104055713438
-0.34554620694005683,1.4596971588526295
-0.48235539934627913,0.5827225477564144
-0.5186929934272414,0.4616133196811183
-0.6832051338961576,-0.3839634081135508
-0.34287954524787256,1.3934700061450196
-0.5695067483374433,0.05948985969051518
-0.565092389090987,0.05865498265600211
-0.6014248814902764,-0.062241651144905874
-0.5606167956680731,0.06037182016318654
-0.4793601777535005,0.44522996935604264
-0.3296450072575886,1.1935167035806502
-0.680084444904336,-0.5935347418823549
-0.5704906859512987,-0.05903244189685042
-0.6969153498668381,-0.7256664387726366
-0.5899289796188757,-0.20742397745311314
-0.4335886044236102,0.6595488506447951
-0.6111567483488465,-0.3379917360112541
-0.4935769882610148,0.32198772774153905
-0.5381815955392444,-0.013615992221785389
-0.48042138791658484,0.3158377901498605
-0.6704186971007069,-0.7302382642011382
-0.5143932405272225,0.12361146053946853
-0.5099077968286087,0.048431613998976886
-0.5823899322351306,-0.34035637928555196
-0.6060413244781093,-0.4022190627056689
-0.59728589862644,-0.4417716933021113
-0.6143640509207248,-0.4644208862733822
-0.47943002366649523,0.10992821767275707
-0.5242610720722282,-0.08049730573702407
-0.483433741223138,0.04291813299845898
-0.5795551689993708,-0.4072283249127473
-0.39774199724958015,0.5051139464753269
-0.4424808196663467,0.24122445123162073
-0.5427385538985187,-0.3511145953706136
-0.43793137050740405,0.1687118025423708
-0.4976205816541165,-0.1563823721714488
-0.45033654416210755,0.036219118461034205
-0.4282472524508376,0.03277379458609675
-0.24285238092902242,1.0641974115303956
-0.4194185339579248,0.031104040517070608
-0.30194374674402014,0.6867091364840963
-0.442713145771672,-0.17815523828097557
-0.39734673772564255,0.0269296553445052
-0.17491480605099732,1.1313030796727623
-0.3784215009961151,0.14629156285611727
-0.381892834305224,0.024159522098135044
-0.5335228235714927,-0.7540051745079228
-0.4928926915852959,-0.5615001317242818
-0.3494866009419954,0.3131953538885844
-0.30891301720092385,0.3487296336295511
-0.3451502219024243,0.15449661372180298
-0.4455956794460696,-0.3683579692334782
-0.17414375951076533,1.0708268752033718
-0.441186421881286,-0.36940544054237956
-0.24226679339166615,0.6789013376819021
-0.40667008716657765,-0.23944675371394553
-0.40449629591544983,-0.24125553281159506
-0.3251474126460005,0.31111266756067857
-0.4065175431835856,-0.27556852087877537
-0.339960067521709,0.016076253895835224
-0.45123795595566396,-0.5811693504439648
-0.32060269246118184,0.15344597545885563
-0.3311208517414033,0.014843936605385744
-0.3112616307380694,0.010862147445888481
-0.3324978532834868,-0.12005789353126611
-0.37278134904019916,-0.38307509587496014
-0.3064287568362547,-0.05748961371350336
-0.2530171534518235,0.27553914967366017
-0.16501113270893167,0.6644732549023302
